姓名,付款人,用户(下单人),订单类型,日期,退款日期,打单重量,结算重量,重量差,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
慧泽山庄_站点,合计金额:,2382.50,快递金额:, 2366.06,干洗金额:, 16.44,,,,,,,,,,,,,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 20:20:21,,1,,,6.00,,2.80,6-3.2,2,1917554588296994816,极兔快递,JT0016356592832,服饰,湖北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:15:54,,1,,,6.00,,2.80,6-3.2,2,1917538366251655168,极兔快递,JT0016361946356,服饰,江苏省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:15:15,,1,,,6.00,,2.80,6-3.2,2,1917538200203354112,极兔快递,JT0016353980462,服饰,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:14:11,,1,,,6.00,,2.80,6-3.2,2,1917537943268679680,极兔快递,JT0016363135532,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:11:38,,1,,,6.00,,2.80,6-3.2,2,1917537301947015168,极兔快递,JT0016361963567,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:10:06,,1,,,6.00,,2.80,6-3.2,2,1917536902938681344,极兔快递,JT0016360385068,其他,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 19:08:00,,1,,,6.00,,2.80,6-3.2,2,1917536385328013312,极兔快递,JT0016358425066,其他,山东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 18:45:38,,1,,,6.00,,2.80,6-3.2,2,1917530745331310592,极兔快递,JT0016358307068,其他,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 18:44:35,,1,,,6.00,,2.80,6-3.2,2,1917530491118739456,极兔快递,JT0016346202897,其他,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 18:15:16,,1,,,6.00,,2.80,6-3.2,2,1917523114608877568,极兔快递,JT0016360392840,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 17:15:35,,1,,,6.00,,2.80,6-3.2,2,1917508087399112704,极兔快递,JT0016356995291,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 17:14:30,,1,,,6.00,,2.80,6-3.2,2,1917507825192198144,极兔快递,JT0016358255599,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 17:13:36,,2,,,8.00,,4.08,51% ,2,1917507593666617344,极兔快递,JT0016359914805,食品,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 16:10:12,,7,,,21.00,,10.50,50% ,2,1917491641973530624,极兔快递,JT0016359095356,生活用品,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 14:50:35,,1,,,6.00,,2.80,6-3.2,2,1917471602008449024,极兔快递,JT0016355907695,服饰,江西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 14:37:18,,1,,,6.00,,2.80,6-3.2,2,1917468260297400320,极兔快递,JT0016354469188,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 13:34:52,,1,,,6.00,,2.80,6-3.2,2,1917452549663547392,极兔快递,JT0016340403750,服饰,吉林省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 13:06:17,2025-04-30 05:14:45,2.5,,,10.00,,0.00,,2,1917445343190769664,极兔快递,JT0016349759206,食品,浙江省,已全额退款
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 13:14:13,,8,,,24.00,,12.00,50% ,2,1917447356016287744,极兔快递,JT0016352360855,食品,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 13:13:05,,8,,,24.00,,12.00,50% ,2,1917447059256696832,极兔快递,JT0016350210412,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 13:12:29,,8,,,24.00,,12.00,50% ,2,1917446921561890816,极兔快递,JT0016350108231,食品,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-30 11:16:02,,2,,,8.00,,4.08,51% ,2,1917417592475934720,极兔快递,JT0016351075332,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:16:05,,2,1.02,0,8.00,0.00,4.08,51% ,2,1917206230281805824,极兔快递,JT0016343229697,其他,重庆市,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:14:45,,1,0.86,0,6.00,0.00,2.80,6-3.2,2,1917205896155160576,极兔快递,JT0016343301297,食品,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:12:03,,1,0.81,0,7.00,0.00,2.80,6-3.2,2,1917205215767748608,极兔快递,JT0016341647547,服饰,上海市,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:10:10,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1917204741060616192,极兔快递,JT0016344706743,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:04:18,,1,0.46,0,6.00,0.00,2.80,6-3.2,2,1917203265814847488,极兔快递,JT0016344733449,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 21:02:42,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1917202859999158272,极兔快递,JT0016344561202,其他,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 20:55:36,,1,0.37,0,6.00,0.00,2.80,6-3.2,2,1917201070188978176,极兔快递,JT0016343683889,其他,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:50:53,,1,0.83,0,6.00,0.00,2.80,6-3.2,2,1917184785975664640,极兔快递,JT0016344700877,其他,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:37:40,,1,0.32,0,6.00,0.00,2.80,6-3.2,2,1917181460924391424,极兔快递,JT0016344578028,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:36:27,,1,0.27,0,6.00,0.00,2.80,6-3.2,2,1917181151049211904,极兔快递,JT0016344940991,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:10:40,,1,0.5,0,6.00,0.00,2.80,6-3.2,2,1917174658241454080,极兔快递,JT0016338416120,其他,安徽省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:07:36,,1,0.64,0,6.00,0.00,2.80,6-3.2,2,1917173883851300864,极兔快递,JT0016344940507,服饰,河南省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:05:14,,1,0.23,0,6.00,0.00,2.80,6-3.2,2,1917173303338655744,极兔快递,JT0016344383454,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 19:03:43,,1,0.36,0,6.00,0.00,2.80,6-3.2,2,1917172918695813120,极兔快递,JT0016341184700,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 18:38:06,,2,1.54,0,8.00,0.00,4.08,51% ,2,1917166469303296000,极兔快递,JT0016343844132,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 18:01:21,,1,0.39,0,6.00,0.00,2.80,6-3.2,2,1917157221630533632,极兔快递,JT0016339010019,数码产品,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 17:49:45,,1,0.43,0,6.00,0.00,2.80,6-3.2,2,1917154296099299328,极兔快递,JT0016342194090,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 17:46:43,,1,0.32,0,6.00,0.00,2.80,6-3.2,2,1917153542877798400,极兔快递,JT0016340832616,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 17:44:48,,1,0.93,0,6.00,0.00,2.80,6-3.2,2,1917153051519279104,极兔快递,JT0016342972842,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 17:41:17,,1,0.44,0,6.00,0.00,2.80,6-3.2,2,1917152176772014080,极兔快递,JT0016341865427,服饰,广西壮族自治区,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 16:11:12,,1,0.25,0,6.00,0.00,2.80,6-3.2,2,1917129481716031488,极兔快递,JT0016340766111,服饰,黑龙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 13:02:24,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1917081962344669184,极兔快递,JT0016334381234,服饰,河南省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 12:47:31,2025-04-29 04:47:47,1,,,6.00,,0.00,,2,1917078242022187008,极兔快递,,服饰,陕西省,已全额退款
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 12:32:41,,1,0.53,0,6.00,0.00,2.80,6-3.2,2,1917074490238230528,极兔快递,JT0016334787112,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 10:48:02,,2,1.23,0,8.00,0.00,4.08,51% ,2,1917048155407179776,极兔快递,JT0016329153820,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 10:21:41,,1,0.3,0,6.00,0.00,2.80,6-3.2,2,1917041525764448256,极兔快递,JT0016330489968,数码产品,山东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 09:10:52,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1917023726409146368,极兔快递,JT0016314503376,服饰,河南省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 09:08:54,,1,0.4,0,6.00,0.00,2.80,6-3.2,2,1917023232378855424,极兔快递,JT0016329746014,服饰,江苏省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-29 08:50:58,,1,0.44,0,6.00,0.00,2.80,6-3.2,2,1917018713892904960,极兔快递,JT0016330475127,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 22:00:48,,1,,,6.00,,2.80,6-3.2,2,1916855095515734016,极兔快递,JT0016318393799,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 21:58:33,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916854531113410560,极兔快递,JT0016327813602,服饰,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 21:51:36,,1,0.93,0,6.00,0.00,2.80,6-3.2,2,1916852767999975424,极兔快递,JT0016325448576,其他,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 20:59:34,,1,0.39,0,6.00,0.00,2.80,6-3.2,2,1916839680278323200,极兔快递,JT0016326566957,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 20:58:17,,2,1.12,0,8.00,0.00,4.08,51% ,2,1916839351927234560,极兔快递,JT0016321763569,其他,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 20:14:14,,1,0.7,0,6.00,0.00,2.80,6-3.2,2,1916828262975987712,极兔快递,JT0016324866443,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 20:09:26,,1,0.8,0,6.00,0.00,2.80,6-3.2,2,1916827071688794112,极兔快递,JT0016322019637,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 20:06:07,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916826233612328960,极兔快递,JT0016326744061,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 19:38:52,,1,0.28,0,6.00,0.00,2.80,6-3.2,2,1916819378752249856,极兔快递,JT0016325623533,服饰,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 19:05:37,,1,0.22,0,6.00,0.00,2.80,6-3.2,2,1916811009479991296,极兔快递,JT0016316653247,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 18:50:52,,2,0.2,1,8.00,0.00,4.08,51% ,2,1916807300448575488,极兔快递,JT0016320441934,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 18:35:56,,4,3.2,0,12.00,1.50,6.00,50% ,2,1916803542943588352,极兔快递,JT0016318114392,生活用品,山东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 18:05:23,,2,1.46,0,8.00,0.00,4.08,51% ,2,1916795838711783424,极兔快递,JT0016322782917,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 18:03:01,,1,0.41,0,6.00,0.00,2.80,6-3.2,2,1916795255707721728,极兔快递,JT0016315556323,服饰,江苏省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 18:01:22,,1,0.37,0,6.00,0.00,2.80,6-3.2,2,1916794839490158592,极兔快递,JT0016323515520,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:59:55,,1,0.64,0,6.00,0.00,2.80,6-3.2,2,1916794479627264000,极兔快递,JT0016320644017,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:58:15,,1,0.37,0,6.00,0.00,2.80,6-3.2,2,1916794062524702720,极兔快递,JT0016324193957,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:57:09,,1,0.23,0,6.00,0.00,2.80,6-3.2,2,1916793785709027328,极兔快递,JT0016324263320,服饰,福建省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:55:14,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916793298427371520,极兔快递,JT0016319394015,服饰,湖南省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:53:42,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916792908688449536,极兔快递,JT0016324543308,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 17:15:52,,1,0.29,0,6.00,0.00,2.80,6-3.2,2,1916783386141974528,极兔快递,JT0016323695266,服饰,湖北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 15:04:49,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916750404601569280,极兔快递,JT0016311369139,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 13:57:39,,1,0.57,0,6.00,0.00,2.80,6-3.2,2,1916733509647261696,极兔快递,JT0016309306620,其他,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 10:40:46,,2,0.2,1,8.00,0.00,4.08,51% ,2,1916683958194331648,极兔快递,JT0016311374385,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-28 09:06:16,,1,0.27,0,6.00,0.00,2.80,6-3.2,2,1916660172413788160,极兔快递,JT0016311405453,服饰,江苏省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:55:01,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916461055293054976,极兔快递,JT0016307526436,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:53:51,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916460761129738240,极兔快递,JT0016308959743,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:52:42,,1,0.61,0,6.00,0.00,2.80,6-3.2,2,1916460452806451200,极兔快递,JT0016307182502,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:44:31,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916458399623340032,极兔快递,JT0016300368691,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:41:36,,1,0.23,0,6.00,0.00,2.80,6-3.2,2,1916457671605411840,极兔快递,JT0016307313118,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:24:15,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916453271801487360,极兔快递,JT0016306806453,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 19:09:15,,1,0.74,0,6.00,0.00,2.80,6-3.2,2,1916449529626681344,极兔快递,JT0016304844959,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 17:53:24,,2,1.64,0,8.00,0.00,4.08,51% ,2,1916430441894436864,极兔快递,JT0016307715362,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 17:16:12,,1,0.94,0,6.00,0.00,2.80,6-3.2,2,1916421087661187072,极兔快递,JT0016304680821,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 16:29:55,,1,0.5,0,6.00,0.00,2.80,6-3.2,2,1916409439428861952,极兔快递,JT0016303604680,服饰,河北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 16:26:39,,1,0.68,0,6.00,0.00,2.80,6-3.2,2,1916408618855227392,极兔快递,JT0016300768819,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 16:25:26,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916408309575639040,极兔快递,JT0016303825945,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 15:57:04,,1,0.59,0,7.00,0.00,2.80,6-3.2,2,1916401172766056448,极兔快递,JT0016301138067,服饰,上海市,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 14:55:09,,4,5.22,-2,12.00,4.50,6.00,50% ,2,1916385581527261184,极兔快递,JT0016303665179,服饰,陕西省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 14:40:14,,1,0.22,0,6.00,0.00,2.80,6-3.2,2,1916381825196679168,极兔快递,JT0016300315555,服饰,江苏省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 13:55:53,,1,0.38,0,6.00,0.00,2.80,6-3.2,2,1916370637494738944,极兔快递,JT0016300370012,服饰,湖北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 13:54:35,,1,0.31,0,6.00,0.00,2.80,6-3.2,2,1916370349367025664,极兔快递,JT0016297256386,服饰,湖北省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 13:28:21,,2,1.34,0,8.00,0.00,4.08,51% ,2,1916363748941815808,韵达快递,312726274941250,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 13:01:27,,1,0.39,0,6.00,0.00,2.80,6-3.2,2,1916356976948600832,极兔快递,JT0016297281162,服饰,辽宁省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 12:49:01,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916353849486794752,极兔快递,JT0016300375167,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 12:46:36,,1,0.92,0,6.00,0.00,2.80,6-3.2,2,1916353210530717696,极兔快递,JT0016294820538,服饰,广东省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 11:45:01,,1,0.33,0,6.00,0.00,2.80,6-3.2,2,1916337739710390272,极兔快递,JT0016297865682,服饰,浙江省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 11:43:15,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916337299216195584,极兔快递,JT0016297063326,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-27 11:40:40,,1,0.2,0,6.00,0.00,2.80,6-3.2,2,1916336648566398976,极兔快递,JT0016297322119,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,慧泽山庄,慧泽山庄,快递,2025-04-26 20:26:32,,2,0.2,1,16.00,0.00,3.00,51% ,2,1916106427800018944,极兔快递,JT0016284836505,服饰,内蒙古自治区,
