姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
名恩首府智慧社区服务_站点,总计:,3416.03,,,,,,,,,,,,,,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:53:54,,1.8,,8.00,,3.88,51% - 0.2,2,1883090882514984960,极兔快递,JT0015157698921,生活用品,江苏省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:52:05,,1.2,,8.00,,3.88,51% - 0.2,2,1883090420625645568,极兔快递,JT0015165498839,生活用品,江苏省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:23:40,,1.5,,8.00,,3.88,51% - 0.2,2,1883083265470177280,极兔快递,JT0015160057929,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:21:57,,1.2,,8.00,,3.88,51% - 0.2,2,1883082793699057664,极兔快递,JT0015165286326,服饰,湖南省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:15:13,,0.5,,6.00,,2.32,42% - 0.2,2,1883081149242482688,极兔快递,JT0015159285411,服饰,湖南省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:11:13,,1.2,,8.00,,3.88,51% - 0.2,2,1883080136548753408,极兔快递,JT0015164989660,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:08:08,,0.5,,6.00,,2.32,42% - 0.2,2,1883079364817788928,极兔快递,JT0015159632265,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 17:06:23,,0.5,,6.00,,2.32,42% - 0.2,2,1883078924147433472,极兔快递,JT0015165182182,生活用品,河南省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 16:44:11,,0.2,,6.00,,2.32,42% - 0.2,2,1883073337925902336,极兔快递,JT0015165580118,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 15:16:50,,1.2,,8.00,,3.88,51% - 0.2,2,1883051340319760384,极兔快递,JT0015163141895,生活用品,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-25 13:58:20,,1.1,,8.00,,3.88,51% - 0.2,2,1883031599811207168,极兔快递,JT0015163219476,生活用品,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:57:57,,0.5,,6.00,,2.32,42% - 0.2,2,1882714414169530368,极兔快递,JT0015158038632,服饰,江苏省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:55:54,,1.2,,8.00,,3.88,51% - 0.2,2,1882713897972342784,极兔快递,JT0015156019417,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:44:34,,2.2,,10.00,,5.30,55% - 0.2,2,1882711044184678400,极兔快递,JT0015158709236,服饰,福建省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:30:05,,1.2,,8.00,,3.88,51% - 0.2,2,1882707387095523328,极兔快递,JT0015158327990,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:28:43,,1,,6.00,,2.32,42% - 0.2,2,1882707061835636736,极兔快递,JT0015143413736,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:27:38,,0.5,,6.00,,2.32,42% - 0.2,2,1882706788996161536,极兔快递,JT0015159983311,服饰,河南省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:26:33,,1.2,,8.00,,3.88,51% - 0.2,2,1882706513442971648,极兔快递,JT0015158707516,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:12:46,,0.5,,6.00,,2.32,42% - 0.2,2,1882703045894414336,极兔快递,JT0015152311317,服饰,河南省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:11:10,,0.5,,6.00,,2.32,42% - 0.2,2,1882702644428218368,极兔快递,JT0015160080091,服饰,江西省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:08:58,,1,,6.00,,2.32,42% - 0.2,2,1882702091023360000,极兔快递,JT0015154309824,服饰,湖北省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 16:02:02,,0.5,,6.00,,2.32,42% - 0.2,2,1882700343751811072,极兔快递,JT0015158117429,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 14:10:04,,0.5,,6.00,,2.32,42% - 0.2,2,1882672168627937280,极兔快递,JT0015157442518,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 14:06:04,,0.5,,6.00,,2.32,42% - 0.2,2,1882671159394508800,极兔快递,JT0015155528320,服饰,浙江省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-24 14:05:02,,0.5,,6.00,,2.32,42% - 0.2,2,1882670897409892352,极兔快递,JT0015154684829,服饰,江苏省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 19:36:48,,0.5,,6.00,,2.32,42% - 0.2,2,1882392003268124672,极兔快递,JT0015140728689,生活用品,江西省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 19:22:29,,0.5,,6.00,,2.32,42% - 0.2,2,1882388403473162240,极兔快递,JT0015154079079,服饰,江苏省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 19:19:52,,0.5,,7.00,,1.94,42%,2,1882387741049954304,极兔快递,JT0015153605697,服饰,上海市,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 18:41:37,,1.5,,8.00,,3.88,51% - 0.2,2,1882378116409925632,极兔快递,JT0015153176221,服饰,湖北省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 18:34:43,,1,,6.00,,2.32,42% - 0.2,2,1882376377241772032,极兔快递,JT0015147722196,服饰,广东省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 18:17:20,,0.5,,6.00,,2.32,42% - 0.2,2,1882372003459309568,极兔快递,JT0015151484210,服饰,安徽省,
名恩首府智慧社区服务_站点-名恩首府智慧社区服务站,快递,2025-01-23 18:13:00,,1,,6.00,,2.32,42% - 0.2,2,1882370915700121600,极兔快递,JT0015154129740,服饰,江苏省,
