姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
玉佛苑_站点,总计:,4330.20,,,,,,,,,,,,,,
玉佛苑_站点-玉佛苑,快递,2025-01-31 11:15:26,,1.5,,8.00,,3.88,51% - 0.2,2,1885164936929783808,极兔快递,JT0015174836514,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 10:10:57,,1,,7.00,,1.94,42%,2,1883336774912385024,极兔快递,JT0015166015233,服饰,上海市,
玉佛苑_站点-玉佛苑,快递,2025-01-26 10:09:49,,1,,6.00,,2.32,42% - 0.2,2,1883336487816470528,极兔快递,JT0015167064690,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 10:08:40,,1,,6.00,,2.32,42% - 0.2,2,1883336199764254720,极兔快递,JT0015164201334,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 10:07:58,,1,,6.00,,2.32,42% - 0.2,2,1883336020323540992,极兔快递,JT0015162225582,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:42:38,,1,,6.00,,2.32,42% - 0.2,2,1883329645191176192,极兔快递,JT0015164161936,食品,山东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:41:57,,1.2,,8.00,,3.88,51% - 0.2,2,1883329475837763584,极兔快递,JT0015159015838,服饰,江苏省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:36:14,,0.8,,6.00,,2.32,42% - 0.2,2,1883328034591023104,极兔快递,JT0015165267617,服饰,河北省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:35:24,,1.2,,8.00,,3.88,51% - 0.2,2,1883327817800032256,极兔快递,JT0015166782475,服饰,浙江省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:34:25,,1,,6.00,,2.32,42% - 0.2,2,1883327579907497984,极兔快递,JT0015166526877,服饰,浙江省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:21:52,,0.5,,6.00,,2.32,42% - 0.2,2,1883324418476023808,极兔快递,JT0015162707744,生活用品,河南省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:20:17,,2,,8.00,,3.88,51% - 0.2,2,1883324024026898432,极兔快递,JT0015162733707,化妆品,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:16:50,,0.5,,6.00,,2.32,42% - 0.2,2,1883323154765783040,极兔快递,JT0015164925418,牙刷,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:15:11,,0.8,,6.00,,2.32,42% - 0.2,2,1883322738506276864,极兔快递,JT0015160432162,沐浴露,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:13:40,,0.5,,6.00,,2.32,42% - 0.2,2,1883322353766965248,极兔快递,JT0015167043205,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 09:00:40,,3,,10.00,,5.30,55% - 0.2,2,1883319086949408768,极兔快递,JT0015161699214,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 08:57:58,,0.5,,6.00,,2.32,42% - 0.2,2,1883318406750740480,极兔快递,JT0015166420891,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-26 08:56:48,,0.8,,6.00,,2.32,42% - 0.2,2,1883318109303283712,极兔快递,JT0015166739823,服饰,浙江省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 22:08:54,,2,,8.00,,3.88,51% - 0.2,2,1883155064958558208,极兔快递,JT0015161277024,服饰,山东省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 22:07:33,,1,,6.00,,2.32,42% - 0.2,2,1883154722468470784,极兔快递,JT0015163835532,服饰,浙江省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 22:06:26,,0.4,,6.00,,2.32,42% - 0.2,2,1883154439382310912,极兔快递,JT0015166221014,手链,福建省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 22:04:26,,1,,6.00,,2.32,42% - 0.2,2,1883153937307344896,极兔快递,JT0015166135717,服饰,广东省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 21:56:08,,2,,8.00,,3.88,51% - 0.2,2,1883151850406223872,极兔快递,JT0015166371785,服饰,山东省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 21:55:04,,1,,6.00,,2.32,42% - 0.2,2,1883151579030560768,极兔快递,JT0015163436985,服饰,浙江省,
玉佛苑_站点-玉佛苑,快递,2025-01-25 21:54:01,,0.5,,6.00,,2.32,42% - 0.2,2,1883151319432503296,极兔快递,JT0015166301872,服饰,广东省,
