姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
东惠苑_站点,总计:,2830.65,,,,,,,,,,,,,,
东惠苑_站点-东惠苑,快递,2025-01-12 19:27:09,2025-02-19 07:50:22,1,,6.00,,0.00,,2,1878403309710397440,极兔快递,JT0014973974655,服饰,广东省,已全额退款
东惠苑_站点-东惠苑,快递,2025-01-23 13:26:45,,1,,6.00,,2.32,42% - 0.2,2,1882298882530287616,极兔快递,JT0015148157989,服饰,福建省,
东惠苑_站点-东惠苑,快递,2025-01-23 13:24:49,,1,,6.00,,2.32,42% - 0.2,2,1882298345084755968,极兔快递,JT0015149250463,服饰,福建省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:56:38,,1,,6.00,,2.32,42% - 0.2,2,1882291293130137600,极兔快递,JT0015142086989,服饰,浙江省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:56:05,,1,,6.00,,2.32,42% - 0.2,2,1882291153313013760,极兔快递,JT0015149235094,服饰,广东省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:55:26,,1,,6.00,,2.32,42% - 0.2,2,1882290996454432768,极兔快递,JT0015141151074,服饰,广东省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:54:49,,1,,6.00,,2.32,42% - 0.2,2,1882290834424274944,极兔快递,JT0015148775309,服饰,江苏省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:54:10,,1,,6.00,,2.32,42% - 0.2,2,1882290681684500480,极兔快递,JT0015143434787,服饰,广东省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:34:56,,1,,6.00,,2.32,42% - 0.2,2,1882285841243774976,极兔快递,JT0015148805884,服饰,江西省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:31:52,,1,,6.00,,2.32,42% - 0.2,2,1882285062957113344,极兔快递,JT0015144551075,服饰,辽宁省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:07:30,,12,,36.00,,17.80,50% - 0.2,2,1882278937356476416,极兔快递,JT0015126205230,服饰,陕西省,
东惠苑_站点-东惠苑,快递,2025-01-23 12:06:55,,7,,21.00,,10.30,50% - 0.2,2,1882278787770818560,极兔快递,JT0015146691351,服饰,陕西省,
