姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
农科所智慧社区服务_站点,总计:,2710.16,,,,,,,,,,,,,,
农科所智慧社区服务_站点-农科所智慧社区服务站点,干洗,2025-01-15 12:17:40,2025-02-07 09:14:21,,,24.50,,7.35,30%,,1879382384759328768,干洗,,"清洗普通羽绒服2件不分长短49元   *   1",,已全额退款
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 12:31:34,,1,,6.00,,2.32,42% - 0.2,2,1882285000071913472,极兔快递,JT0015140005626,服饰,江苏省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 12:23:54,,1,,6.00,,2.32,42% - 0.2,2,1882282988185919488,极兔快递,JT0015148037455,服饰,福建省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 12:04:38,,1,,6.00,,2.32,42% - 0.2,2,1882278220994519040,极兔快递,JT0015148475635,服饰,江苏省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 11:34:26,,2,,8.00,,3.88,51% - 0.2,2,1882270611604316160,极兔快递,JT0015146831825,服饰,浙江省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 10:38:03,,6,,18.00,,8.80,50% - 0.2,2,1882256430712823808,极兔快递,JT0015141273234,生鲜类,陕西省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 10:34:32,,1,,6.00,,2.32,42% - 0.2,2,1882255539590995968,极兔快递,JT0015146632548,易碎品,广西壮族自治区,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-23 10:07:04,,1,,6.00,,2.32,42% - 0.2,2,1882248625670922240,极兔快递,JT0015145802576,其他,广东省,
农科所智慧社区服务_站点-农科所智慧社区服务站点,快递,2025-01-22 18:53:08,,1,,6.00,,2.32,42% - 0.2,2,1882018637695238144,极兔快递,JT0015144766307,其他,广东省,
