姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
慧泽山庄_站点,总计:,2542.49,,,,,,,,,,,,,,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 11:32:48,,1,,6.00,,2.32,42% - 0.2,2,1882270206447132672,极兔快递,JT0015142591979,服饰,福建省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 11:31:21,,1,,6.00,,2.32,42% - 0.2,2,1882269844621303808,极兔快递,JT0015147356677,服饰,广东省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 11:27:57,,1,,6.00,,2.32,42% - 0.2,2,1882268987368480768,极兔快递,JT0015145784478,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 11:25:29,,1,,6.00,,2.32,42% - 0.2,2,1882268321845682176,极兔快递,JT0015148917059,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 11:23:22,,1,,6.00,,2.32,42% - 0.2,2,1882267831934197760,极兔快递,JT0015146810218,服饰,安徽省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 10:59:44,,1,,6.00,,2.32,42% - 0.2,2,1882261883874254848,极兔快递,JT0015147854035,服饰,广东省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-23 09:11:27,,3,,10.00,,5.30,55% - 0.2,2,1882234628578025472,极兔快递,JT0015131013018,食品,陕西省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 22:22:08,,2,2.0,11.00,0.00,1.00,,,1882071224043249664,京东快递,JDVG03441683816,食品,江苏省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 22:03:11,2025-01-22 22:21:31,2,,23.00,,0.00,,2,1882066457707487232,顺丰速运,SF3144271276794,食品,江苏省,已全额退款
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 22:18:26,,1,,6.00,,2.32,42% - 0.2,2,1882070293704679424,极兔快递,JT0015145769871,服饰,广西壮族自治区,
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 20:38:07,,1,,6.00,,2.32,42% - 0.2,2,1882045034857840640,极兔快递,JT0015142170550,服饰,广东省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 20:37:00,,1,,6.00,,2.32,42% - 0.2,2,1882044339891027968,极兔快递,JT0015143565161,服饰,广东省,
慧泽山庄_站点-慧泽山庄,快递,2025-01-22 20:27:04,,1,,6.00,,2.32,42% - 0.2,2,1882042258346033152,极兔快递,JT0015142217739,服饰,浙江省,
