姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
白雪_站点,总计:,1457.49,,,,,,,,,,,,,,
白雪_站点-白雪,快递,2025-01-31 21:22:56,,1,,6.00,,2.32,42% - 0.2,2,1885317813555998720,极兔快递,JT0015173412865,服饰,浙江省,
白雪_站点-白雪,快递,2025-01-31 21:22:28,,1,,6.00,,2.32,42% - 0.2,2,1885317699760336896,极兔快递,JT0015172957225,服饰,广东省,
白雪_站点-白雪,快递,2025-01-31 21:21:48,,2,,8.00,,3.88,51% - 0.2,2,1885317530562113536,极兔快递,JT0015170466199,鞋*1,福建省,
白雪_站点-白雪,快递,2025-01-28 10:08:19,,1,,6.00,,2.32,42% - 0.2,2,1884060883245932544,极兔快递,JT0015164457647,服饰,广东省,
白雪_站点-白雪,快递,2025-01-26 10:34:09,,1,,6.00,,2.32,42% - 0.2,2,1883342603266891776,极兔快递,JT0015144504283,服饰,广东省,
白雪_站点-白雪,快递,2025-01-26 09:38:58,,1,,6.00,,2.32,42% - 0.2,2,1883328720045154304,极兔快递,JT0015165570451,服饰,广东省,
白雪_站点-白雪,快递,2025-01-25 21:08:32,,1,,6.00,,2.32,42% - 0.2,2,1883139862548520960,极兔快递,JT0015162739295,服饰,广东省,
白雪_站点-白雪,快递,2025-01-25 15:09:56,,2,,8.00,,3.88,51% - 0.2,2,1883049622689357824,极兔快递,JT0015163727057,服饰,浙江省,
白雪_站点-白雪,快递,2025-01-25 13:13:27,,1,,6.00,,2.32,42% - 0.2,2,1883020301010542592,极兔快递,JT0015163429669,服饰,广东省,
白雪_站点-白雪,快递,2025-01-25 13:12:44,,1,,6.00,,2.32,42% - 0.2,2,1883020130411421696,极兔快递,JT0015163451932,服饰,江苏省,
白雪_站点-白雪,快递,2025-01-25 10:55:07,,1,,6.00,,2.32,42% - 0.2,2,1882985492666195968,极兔快递,JT0015162260631,生活用品,湖北省,
白雪_站点-白雪,快递,2025-01-24 22:48:44,,1,,7.00,,1.94,42%,2,1882802695653629952,极兔快递,JT0015160511287,鞋*1,上海市,
白雪_站点-白雪,快递,2025-01-24 22:47:08,,1,,6.00,,2.32,42% - 0.2,2,1882802294019661824,极兔快递,JT0015161559888,服饰*2,江苏省,
白雪_站点-白雪,快递,2025-01-24 22:25:37,,1,,6.00,,2.32,42% - 0.2,2,1882796876610478080,极兔快递,JT0015161281459,服饰,浙江省,
白雪_站点-白雪,快递,2025-01-24 21:10:32,,1,,6.00,,2.32,42% - 0.2,2,1882777980998328320,极兔快递,JT0015161277730,服饰,广东省,
白雪_站点-白雪,快递,2025-01-24 13:33:25,,1,,6.00,,2.32,42% - 0.2,2,1882662908074467328,极兔快递,JT0015151675716,服饰,广东省,
白雪_站点-白雪,快递,2025-01-24 13:10:28,,1,,6.00,,2.32,42% - 0.2,2,1882657170698608640,极兔快递,JT0015153315518,生活用品,山东省,
白雪_站点-白雪,快递,2025-01-23 19:08:35,,1,,6.00,,2.32,42% - 0.2,2,1882384905285214208,极兔快递,JT0015153945643,生活用品,安徽省,
白雪_站点-白雪,快递,2025-01-23 18:47:17,,2,,8.00,,2.00,,,1882379507576676352,邮政快递,9474173457087,服饰,陕西省,
白雪_站点-白雪,快递,2025-01-23 17:39:34,,2,,8.00,,3.88,51% - 0.2,2,1882362504195416064,极兔快递,JT0015151652201,鞋*1,浙江省,
白雪_站点-白雪,快递,2025-01-23 15:14:36,,1,,6.00,,2.32,42% - 0.2,2,1882326023410098176,极兔快递,JT0015149662330,服饰,河北省,
白雪_站点-白雪,快递,2025-01-23 11:55:12,2025-01-23 13:19:58,1,,15.00,,0.00,,2,1882275841435836416,极兔快递,JT0015148883762,生活用品,新疆维吾尔自治区,已全额退款
白雪_站点-白雪,快递,2025-01-23 11:53:47,,1,,6.00,,2.32,42% - 0.2,2,1882275450442817536,极兔快递,JT0015148557641,服饰,浙江省,
白雪_站点-白雪,快递,2025-01-22 20:59:30,,13,,39.00,,19.30,50% - 0.2,2,1882050431521996800,极兔快递,JT0015141181805,生活用品,浙江省,
白雪_站点-白雪,快递,2025-01-22 20:55:34,,8,,24.00,,11.80,50% - 0.2,2,1882049445638258688,极兔快递,JT0015142713399,生活用品,浙江省,
