姓名,订单类型,日期,退款日期,打单重量,结算重量,金额,超重金额,团长利润,利润公式,价格方案,订单号,快递公司,物流单号,邮寄物品,发往,说明
能源小区智慧社区服务站_站点,总计:,3785.89,,,,,,,,,,,,,,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-26 18:04:47,,11.26,11.0,47.00,0.00,6.00,,,1883456013220519936,京东快递,JDVG03450361042,易碎品,甘肃省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-26 18:03:47,,11.26,11.0,47.00,0.00,6.00,,,1883455428253523968,京东快递,JDVG03450360924,易碎品,甘肃省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-26 17:58:18,,11.26,11.0,47.00,0.00,6.00,,,1883454386849783808,京东快递,JDVG03450397679,易碎品,甘肃省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-26 17:56:49,,11.26,11.0,47.00,0.00,6.00,,,1883454002458599424,京东快递,JDVG03450396670,易碎品,甘肃省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-26 17:55:55,,12,11.0,47.00,0.00,6.00,,,1883453718739099648,京东快递,JDVG03450366198,易碎品,甘肃省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-23 10:46:08,,1,,6.00,,2.32,42% - 0.2,2,1882258459606720512,极兔快递,JT0015145912687,服饰,浙江省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-23 10:17:46,,2,,8.00,,3.88,51% - 0.2,2,1882251328480419840,极兔快递,JT0015116726553,服饰,江苏省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-23 10:07:52,,1,,6.00,,2.32,42% - 0.2,2,1882248830147436544,极兔快递,JT0015142792948,生活用品,安徽省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-23 10:06:48,,1,,6.00,,2.32,42% - 0.2,2,1882248552325128192,极兔快递,JT0015144385126,生活用品,福建省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-22 19:28:20,,10,,30.00,,14.80,50% - 0.2,2,1882027496119812096,极兔快递,JT0015134023308,生活用品,浙江省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-22 19:25:56,,1,,6.00,,2.32,42% - 0.2,2,1882026890420371456,极兔快递,JT0015143723951,服饰,浙江省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-22 19:23:26,,3,,10.00,,5.30,55% - 0.2,2,1882026262012968960,极兔快递,JT0015144233579,服饰,广东省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-22 19:21:04,,1,,6.00,,2.32,42% - 0.2,2,1882025663208964096,极兔快递,JT0015143839000,生活用品,广东省,
能源小区智慧社区服务站_站点-能源小区智慧社区服务站,快递,2025-01-22 19:18:31,,2,,8.00,,3.88,51% - 0.2,2,1882025023086870528,极兔快递,JT0015143836253,生活用品,浙江省,
